FID,h_geocode,C000,CA01,CA02,CA03,CE01,CE02,CE03,CNS01,CNS02,CNS03,CNS04,CNS05,CNS06,CNS07,CNS08,CNS09,CNS10,CNS11,CNS12,CNS13,CNS14,CNS15,CNS16,CNS17,CNS18,CNS19,CNS20,CR01,CR02,CR03,CR04,CR05,CR07,CT01,CT02,CD01,CD02,CD03,CD04,CS01,CS02,createdate
4497,401091069143000,319,91,170,58,102,145,72,0,6,1,16,27,13,41,12,4,15,2,23,5,38,22,37,2,36,12,7,196,96,7,10,0,10,250,69,49,75,66,38,167,152,20170919
4498,401091069143001,90,18,49,23,26,45,19,0,0,0,5,8,4,12,5,1,7,0,7,1,8,9,6,0,12,3,2,62,16,4,6,0,2,77,13,11,24,27,10,50,40,20170919
4499,401091069144000,37,6,20,11,10,13,14,0,3,1,3,3,1,5,0,1,2,1,2,1,2,3,4,0,3,2,0,31,4,1,1,0,0,31,6,5,7,6,13,24,13,20170919
4500,401091069144001,210,54,116,40,56,114,40,0,3,1,9,21,8,33,8,1,10,5,10,7,22,6,25,3,24,5,9,102,88,12,1,0,7,190,20,28,55,42,31,113,97,20170919
4501,401091069144002,49,10,33,6,13,24,12,0,0,1,1,5,3,7,4,2,3,0,2,0,4,3,5,0,5,1,3,24,23,0,1,0,1,45,4,7,17,12,3,27,22,20170919
4502,401091069144003,14,3,9,2,7,5,2,0,1,0,1,1,2,3,1,0,1,0,1,0,1,0,0,0,2,0,0,14,0,0,0,0,0,10,4,0,2,8,1,7,7,20170919
4503,401091069144004,4,1,3,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,3,1,0,0,0,0,4,0,0,1,2,0,3,1,20170919
4504,401091069144005,12,2,9,1,1,7,4,0,0,0,0,1,0,1,1,2,0,0,0,0,2,0,1,0,2,1,1,11,0,0,1,0,0,12,0,3,1,2,4,6,6,20170919
4505,401091069144006,15,5,7,3,3,11,1,0,1,0,1,0,1,2,0,0,1,1,1,0,2,2,1,1,1,0,0,14,1,0,0,0,0,12,3,2,4,3,1,8,7,20170919
4506,401091069144007,16,5,8,3,6,9,1,0,0,0,0,4,1,2,1,0,0,0,2,0,2,1,2,0,1,0,0,15,0,1,0,0,0,11,5,2,4,4,1,9,7,20170919
4507,401091069144009,10,3,7,0,3,7,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,1,2,0,2,0,0,4,1,0,4,0,1,10,0,0,3,3,1,6,4,20170919
4508,401091069144010,12,3,8,1,4,7,1,0,0,0,1,2,3,1,1,0,1,0,0,0,1,1,1,0,0,0,0,11,1,0,0,0,0,4,8,4,1,3,1,6,6,20170919
4509,401091069144011,29,8,16,5,15,10,4,0,2,0,1,6,3,2,0,0,0,0,1,0,3,1,4,0,5,0,1,14,14,0,0,0,1,24,5,3,7,8,3,16,13,20170919
4510,401091069144012,3,1,1,1,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,3,0,0,1,1,0,2,1,20170919
4511,401091069145000,286,90,138,58,91,127,68,0,4,1,19,20,12,48,13,2,7,4,14,1,32,14,37,4,38,7,9,206,58,7,3,4,8,229,57,45,63,58,30,144,142,20170919
4512,401091069145001,15,2,12,1,6,7,2,0,0,0,0,4,1,0,0,0,0,0,1,1,1,1,2,1,3,0,0,12,2,0,1,0,0,15,0,2,2,7,2,8,7,20170919
4513,401091069151000,68,22,35,11,25,30,13,0,1,0,5,7,3,8,3,0,2,1,5,0,4,3,6,4,10,2,4,42,18,3,4,0,1,59,9,9,11,13,13,35,33,20170919
4514,401091069151001,24,8,7,9,7,10,7,0,0,0,3,0,1,6,0,0,0,0,1,2,1,2,3,1,3,0,1,19,3,0,2,0,0,22,2,0,6,1,9,10,14,20170919
4515,401091069151002,164,53,78,33,54,86,24,0,2,0,9,13,8,22,5,0,7,3,4,3,23,9,22,2,21,4,7,118,23,6,4,0,13,103,61,33,34,26,18,92,72,20170919
4516,401091069151003,16,7,7,2,8,7,1,0,1,0,0,0,0,5,1,0,0,0,1,0,2,0,2,0,2,2,0,14,1,1,0,0,0,15,1,3,3,2,1,7,9,20170919
4517,401091069151004,142,34,80,28,42,76,24,0,1,0,4,15,7,19,4,4,5,1,9,3,25,5,11,2,15,5,7,97,29,10,3,0,3,124,18,21,26,38,23,72,70,20170919
4518,401091069152000,107,31,60,16,34,50,23,0,5,0,7,9,4,18,2,1,5,2,2,0,7,9,11,2,19,0,4,66,25,4,9,1,2,99,8,9,23,27,17,55,52,20170919
4519,401091069152001,19,4,11,4,8,7,4,0,0,0,2,1,2,3,1,0,0,1,0,1,1,0,2,0,5,0,0,15,1,1,2,0,0,13,6,1,5,5,4,10,9,20170919
4520,401091069152002,35,14,13,8,14,15,6,0,0,0,2,5,2,5,0,0,0,0,2,0,6,2,4,0,7,0,0,27,4,1,3,0,0,33,2,1,9,7,4,14,21,20170919
4521,401091069152003,210,58,108,44,74,102,34,1,5,0,12,24,8,34,8,5,4,2,9,1,23,5,24,4,30,7,4,159,41,3,4,0,3,138,72,40,50,46,16,105,105,20170919
4522,401091069153000,246,72,132,42,90,104,52,0,10,0,17,20,8,36,9,0,11,4,8,3,28,13,26,5,39,5,4,115,104,10,6,0,11,201,45,35,56,58,25,134,112,20170919
4523,401091069153001,224,64,113,47,75,99,50,0,7,3,5,13,11,30,8,2,10,6,11,3,20,13,37,3,27,5,10,141,62,5,8,4,4,182,42,35,49,45,31,109,115,20170919
4524,401091069154000,46,16,20,10,12,26,8,0,3,0,3,2,1,8,2,0,2,0,2,1,5,1,4,0,9,2,1,33,7,1,1,0,4,41,5,3,11,10,6,26,20,20170919
4525,401091069154001,147,32,83,32,43,71,33,0,3,0,9,9,6,25,3,1,7,3,8,2,16,8,17,1,20,3,6,111,25,5,3,0,3,136,11,21,35,36,23,85,62,20170919
4526,401091069154002,28,9,15,4,13,12,3,0,0,0,0,2,2,2,2,0,4,0,1,1,2,2,3,1,6,0,0,21,5,1,0,0,1,26,2,5,6,6,2,10,18,20170919
4527,401091069154003,22,6,13,3,3,12,7,0,2,0,1,2,1,4,1,0,1,0,0,0,1,1,3,0,4,0,1,17,3,2,0,0,0,16,6,3,4,7,2,16,6,20170919
4528,401091069154004,81,22,39,20,22,42,17,0,4,0,2,4,4,14,5,2,6,1,2,1,7,7,10,1,6,1,4,72,5,3,0,0,1,68,13,14,18,21,6,27,54,20170919
4529,401091069154005,28,9,17,2,8,14,6,0,1,0,1,2,1,4,1,0,1,0,1,1,5,1,3,1,3,2,0,22,3,3,0,0,0,19,9,4,10,4,1,15,13,20170919
4530,401091069154006,19,8,6,5,10,6,3,0,1,0,0,0,0,3,2,0,0,0,0,0,1,0,5,0,7,0,0,16,3,0,0,0,0,17,2,1,3,4,3,14,5,20170919
4531,401091069154007,7,3,2,2,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,6,1,0,0,0,0,7,0,0,1,2,1,5,2,20170919
4532,401091069154008,7,1,5,1,1,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,1,4,3,0,0,0,0,7,0,1,2,1,2,1,6,20170919
4533,401091069154009,27,9,13,5,9,13,5,0,2,0,1,0,2,4,0,0,2,0,1,1,3,0,5,0,6,0,0,21,5,0,1,0,0,26,1,4,2,10,2,18,9,20170919
4534,401091069154010,28,6,15,7,7,13,8,0,1,0,1,4,1,4,1,0,0,0,1,0,1,3,4,0,6,0,1,22,4,0,2,0,0,25,3,1,6,8,7,16,12,20170919
4535,401091069154011,20,5,10,5,4,14,2,0,0,0,0,2,1,4,1,0,0,0,1,0,3,1,2,1,1,2,1,14,2,0,2,0,2,15,5,1,5,4,5,8,12,20170919
4536,401091069154012,12,3,6,3,2,5,5,0,1,0,1,0,0,2,2,0,0,0,2,0,2,0,1,0,0,0,1,7,5,0,0,0,0,9,3,0,4,2,3,7,5,20170919
4537,401091069155000,54,15,18,21,18,17,19,0,1,0,4,6,1,6,2,0,1,2,7,1,6,2,4,0,3,2,6,41,5,2,3,0,3,50,4,7,16,8,8,24,30,20170919
4538,401091069155001,38,13,17,8,10,14,14,0,1,0,3,3,1,3,0,0,1,0,5,3,5,2,3,0,7,0,1,27,7,2,1,0,1,29,9,4,2,14,5,21,17,20170919
4539,401091069155002,38,8,25,5,12,20,6,0,0,0,2,5,0,2,1,2,2,1,2,1,6,2,3,0,6,1,2,10,18,2,8,0,0,36,2,6,7,9,8,25,13,20170919
4540,401091069155003,76,16,40,20,23,43,10,1,1,0,2,6,3,8,3,0,2,0,2,1,9,8,11,2,13,1,3,55,18,0,1,0,2,73,3,6,17,23,14,30,46,20170919
4541,401091069155004,25,7,12,6,8,14,3,0,0,0,1,4,2,2,2,0,3,0,0,0,1,2,2,1,3,0,2,16,6,1,2,0,0,22,3,0,10,5,3,16,9,20170919
4542,401091069155005,17,4,7,6,7,6,4,0,0,1,1,0,1,3,0,0,2,0,1,0,2,1,3,0,2,0,0,15,0,0,0,0,2,11,6,2,4,5,2,9,8,20170919
4543,401091069155006,23,5,15,3,8,7,8,0,0,0,2,3,0,3,0,1,3,0,0,1,1,2,1,0,3,1,2,17,1,0,4,0,1,22,1,4,7,5,2,7,16,20170919
4544,401091070011000,2,0,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,1,0,1,1,20170919
4545,401091070011001,13,4,5,4,3,8,2,0,0,0,1,0,1,1,0,0,0,0,1,0,1,2,1,0,3,1,1,7,5,1,0,0,0,10,3,3,1,3,2,8,5,20170919
4546,401091070011002,12,0,9,3,3,7,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,2,0,1,1,3,12,0,0,0,0,0,12,0,2,2,4,4,6,6,20170919
4547,401091070011004,19,6,9,4,6,8,5,0,1,0,2,4,1,1,0,0,0,0,0,0,1,0,1,0,6,0,2,16,0,2,0,1,0,15,4,2,8,0,3,8,11,20170919
4548,401091070011005,20,5,14,1,7,7,6,0,0,0,3,0,1,6,2,0,0,1,1,1,1,0,1,0,3,0,0,18,0,2,0,0,0,9,11,6,6,3,0,7,13,20170919
4549,401091070011006,30,8,18,4,8,17,5,1,1,1,0,6,0,4,0,1,0,1,1,0,3,3,1,0,4,2,1,21,5,2,2,0,0,20,10,7,5,6,4,20,10,20170919
4550,401091070011007,33,9,18,6,7,20,6,0,0,0,2,3,2,5,3,0,1,0,0,0,2,2,6,0,6,0,1,22,5,4,0,0,2,28,5,2,8,10,4,15,18,20170919
4551,401091070011008,20,11,7,2,4,12,4,0,1,0,2,3,0,2,1,0,2,0,2,1,1,0,3,0,2,0,0,15,3,1,0,0,1,12,8,4,1,2,2,5,15,20170919
4552,401091070011011,2,1,1,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,1,0,2,0,20170919
4553,401091070011012,42,13,19,10,18,21,3,0,1,0,3,2,1,7,2,2,1,1,3,0,3,2,2,1,9,2,0,33,3,4,1,0,1,34,8,5,11,9,4,20,22,20170919
4554,401091070011013,33,13,11,9,14,14,5,0,2,0,1,2,0,3,1,2,1,1,0,0,3,2,2,0,9,1,3,31,1,1,0,0,0,24,9,5,7,4,4,21,12,20170919
4555,401091070011014,35,10,19,6,13,17,5,0,0,1,3,4,2,6,2,0,2,0,0,0,1,1,2,2,7,1,1,27,2,0,1,0,5,32,3,6,9,6,4,17,18,20170919
4556,401091070011015,103,30,54,19,35,46,22,0,3,0,2,13,5,21,8,3,2,0,2,0,14,3,15,2,7,1,2,65,22,8,5,0,3,83,20,21,20,22,10,46,57,20170919
4557,401091070011016,38,13,16,9,17,20,1,0,1,0,1,4,2,5,2,1,2,0,2,0,9,1,0,2,5,1,0,35,2,0,0,0,1,26,12,4,7,9,5,21,17,20170919
4558,401091070011017,35,11,14,10,12,16,7,0,0,0,2,4,2,5,1,2,2,0,2,0,0,1,5,3,4,1,1,22,11,1,0,0,1,26,9,5,9,6,4,19,16,20170919
4559,401091070011018,35,15,15,5,12,18,5,0,2,0,3,2,2,6,2,0,1,0,1,0,2,3,4,0,5,1,1,31,2,1,1,0,0,23,12,4,6,5,5,13,22,20170919
4560,401091070011019,31,4,19,8,9,15,7,0,1,0,2,4,1,2,0,0,2,0,0,0,3,3,6,1,3,2,1,27,2,2,0,0,0,26,5,4,4,12,7,15,16,20170919
4561,401091070012004,30,8,13,9,7,20,3,0,1,0,2,6,2,1,3,0,0,0,1,0,3,2,4,0,2,0,3,23,3,2,2,0,0,22,8,3,13,4,2,15,15,20170919
4562,401091070012005,38,16,18,4,9,21,8,1,1,0,2,5,2,4,1,1,2,0,0,0,5,1,4,0,7,1,1,26,3,5,0,0,4,21,17,6,7,7,2,20,18,20170919
4563,401091070012006,17,5,9,3,5,11,1,0,1,0,0,0,3,0,1,1,2,0,0,0,2,0,3,1,2,0,1,16,0,1,0,0,0,12,5,1,4,3,4,8,9,20170919
4564,401091070012007,49,10,29,10,11,24,14,0,3,1,7,7,4,4,1,0,1,0,2,0,3,0,5,0,8,1,2,45,1,1,1,0,1,27,22,8,9,18,4,27,22,20170919
4565,401091070012008,40,10,22,8,10,20,10,0,3,0,4,4,0,3,1,1,1,2,2,0,3,3,2,2,5,2,2,35,5,0,0,0,0,26,14,2,9,13,6,17,23,20170919
4566,401091070012009,42,14,21,7,12,20,10,0,0,2,2,8,2,6,1,2,0,1,1,0,4,2,2,2,5,2,0,40,2,0,0,0,0,19,23,8,5,12,3,20,22,20170919
4567,401091070012010,29,5,16,8,9,15,5,0,3,0,3,6,0,2,0,0,0,1,1,0,4,0,3,0,6,0,0,25,1,1,0,1,1,18,11,5,8,7,4,20,9,20170919
4568,401091070012011,41,15,23,3,13,23,5,0,3,0,1,4,1,5,0,0,2,0,1,1,4,3,4,2,8,2,0,24,15,1,0,0,1,29,12,7,7,8,4,20,21,20170919
4569,401091070012012,29,10,15,4,8,14,7,0,2,0,2,4,1,4,1,0,1,0,1,0,1,0,6,0,4,1,1,27,0,1,0,0,1,20,9,0,7,6,6,12,17,20170919
4570,401091070012014,33,10,15,8,10,19,4,0,0,0,2,3,1,6,2,0,0,0,1,2,6,1,3,0,4,1,1,22,8,3,0,0,0,24,9,5,10,8,0,14,19,20170919
4571,401091070012015,27,7,13,7,3,20,4,0,3,0,4,4,2,2,0,0,0,0,3,0,1,1,3,1,0,3,0,23,3,1,0,0,0,21,6,4,6,8,2,11,16,20170919
4572,401091070012016,21,7,11,3,6,11,4,0,0,0,2,4,0,0,1,0,1,0,0,0,5,1,3,0,2,1,1,18,0,2,0,1,0,11,10,4,5,2,3,12,9,20170919
4573,401091070012018,71,22,35,14,23,32,16,0,0,0,6,7,3,10,2,0,5,2,3,0,4,4,7,1,9,6,2,56,8,5,0,0,2,40,31,13,13,16,7,33,38,20170919
4574,401091070012019,23,9,11,3,8,13,2,0,0,0,1,1,2,4,4,0,0,0,1,2,2,1,1,0,4,0,0,21,0,2,0,0,0,14,9,4,8,2,0,7,16,20170919
4575,401091070012020,26,8,15,3,3,18,5,1,0,0,8,1,0,1,1,0,1,0,1,0,2,1,6,1,2,0,0,23,2,1,0,0,0,10,16,8,3,2,5,16,10,20170919
4576,401091070012021,33,13,13,7,15,13,5,0,0,0,5,2,2,2,0,0,1,1,2,1,7,2,5,1,1,1,0,25,5,1,0,0,2,20,13,6,7,6,1,11,22,20170919
4577,401091070012022,37,9,20,8,8,18,11,0,0,0,0,8,4,5,2,0,2,2,2,0,3,2,3,0,4,0,0,33,3,0,0,0,1,20,17,10,7,8,3,21,16,20170919
4578,401091070013000,86,30,39,17,30,39,17,0,3,0,7,11,1,10,4,1,2,2,1,3,8,7,8,3,8,5,2,68,6,6,0,0,6,53,33,9,21,18,8,44,42,20170919
4579,401091070013001,29,12,11,6,7,16,6,0,0,0,6,3,1,5,3,0,1,1,0,0,3,0,1,0,3,1,1,23,2,4,0,0,0,20,9,4,5,7,1,16,13,20170919
4580,401091070013002,17,4,9,4,6,11,0,0,0,0,1,2,0,5,2,0,0,0,1,1,0,1,0,0,3,1,0,15,0,2,0,0,0,14,3,3,2,5,3,9,8,20170919
4581,401091070013003,33,12,17,4,11,17,5,0,2,0,4,3,5,3,0,0,0,0,2,0,2,0,3,0,6,1,2,27,4,2,0,0,0,18,15,5,6,8,2,21,12,20170919
4582,401091070013004,39,7,22,10,12,17,10,0,2,0,4,7,2,3,1,0,0,0,1,0,2,5,8,0,4,0,0,35,0,3,1,0,0,30,9,8,5,12,7,15,24,20170919
4583,401091070013010,23,7,11,5,2,19,2,0,0,0,4,2,1,1,3,1,1,0,3,0,3,1,0,0,2,1,0,15,7,1,0,0,0,11,12,3,5,5,3,17,6,20170919
4584,401091070013011,35,10,19,6,14,17,4,0,1,0,5,3,2,6,1,0,0,0,1,0,3,4,4,1,3,0,1,33,2,0,0,0,0,18,17,4,10,6,5,19,16,20170919
4585,401091070013012,118,35,55,28,28,61,29,0,5,0,12,9,8,15,3,3,2,1,9,0,6,7,9,1,18,7,3,95,13,3,5,0,2,89,29,13,25,31,14,60,58,20170919
4586,401091070013013,41,13,19,9,9,22,10,0,3,0,4,5,0,6,3,0,0,0,1,0,5,0,2,2,7,2,1,35,3,0,2,0,1,19,22,12,7,6,3,26,15,20170919
4587,401091070013014,5,1,4,0,2,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,4,1,0,0,0,0,2,3,2,1,1,0,1,4,20170919
4588,401091070013015,37,15,17,5,12,20,5,0,0,0,2,4,1,6,3,0,1,2,1,0,1,2,4,1,7,0,2,22,11,0,3,0,1,28,9,6,7,6,3,20,17,20170919
4589,401091070013016,33,11,14,8,9,18,6,0,0,1,3,3,3,1,2,1,1,0,1,0,3,0,4,0,9,1,0,28,3,1,0,0,1,21,12,3,6,7,6,14,19,20170919
4590,401091070013017,16,8,5,3,2,8,6,0,1,0,0,4,2,4,0,0,0,0,1,0,0,1,0,0,1,1,1,11,1,0,3,0,1,14,2,2,2,2,2,13,3,20170919
4591,401091070013018,34,6,22,6,10,15,9,0,0,0,4,9,3,0,2,1,0,0,1,0,1,2,4,2,4,0,1,28,1,3,1,0,1,23,11,6,13,5,4,20,14,20170919
4592,401091070013019,12,3,9,0,3,7,2,0,0,0,0,2,2,2,0,0,1,0,0,0,1,0,2,0,2,0,0,12,0,0,0,0,0,5,7,2,5,0,2,4,8,20170919
4593,401091070013020,31,6,21,4,9,19,3,0,1,0,0,2,1,1,4,0,0,0,4,2,3,0,4,1,8,0,0,22,8,1,0,0,0,28,3,6,8,7,4,18,13,20170919
4594,401091070013021,4,1,3,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,4,0,0,0,0,0,4,0,1,1,1,0,1,3,20170919
4595,401091070014001,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,20170919
4596,401091070014002,21,5,13,3,6,9,6,0,1,0,1,3,3,1,0,0,0,3,1,1,1,1,2,1,0,2,0,19,1,1,0,0,0,10,11,6,6,2,2,16,5,20170919
4597,401091070014003,21,6,7,8,4,15,2,0,0,0,0,3,0,0,2,0,0,0,0,1,5,3,4,0,1,1,1,19,1,0,0,0,1,9,12,5,7,1,2,9,12,20170919
4598,401091070014004,30,6,20,4,7,17,6,0,0,0,2,2,4,5,0,0,3,0,3,1,1,0,2,1,5,1,0,27,1,1,1,0,0,17,13,5,9,8,2,17,13,20170919
4599,401091070014006,15,5,6,4,7,5,3,0,1,0,1,1,1,2,1,1,0,0,0,0,1,1,1,0,3,0,1,14,1,0,0,0,0,8,7,2,3,2,3,7,8,20170919
4600,401091070014008,14,4,6,4,3,5,6,0,0,0,1,2,1,0,1,0,0,0,2,0,1,1,1,0,3,0,1,12,0,0,0,0,2,6,8,4,4,0,2,7,7,20170919
4601,401091070014009,12,3,5,4,2,7,3,0,0,0,2,1,0,2,0,0,0,0,0,0,2,1,2,0,1,0,1,9,0,1,0,0,2,6,6,3,3,3,0,5,7,20170919
4602,401091070014010,8,0,7,1,1,4,3,0,0,0,0,2,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0,8,0,0,0,0,0,5,3,2,3,1,2,3,5,20170919
4603,401091070014011,13,2,8,3,4,7,2,0,1,0,0,3,1,1,1,0,0,0,1,0,2,1,1,0,0,0,1,13,0,0,0,0,0,10,3,3,3,4,1,6,7,20170919
4604,401091070014012,19,6,6,7,6,10,3,0,0,1,1,1,1,2,1,1,0,0,1,1,2,2,2,1,2,0,0,17,1,1,0,0,0,16,3,0,2,5,6,8,11,20170919
4605,401091070014013,25,3,16,6,4,13,8,0,0,0,3,2,3,3,3,0,2,0,0,1,4,2,1,0,0,0,1,19,1,3,0,0,2,21,4,3,6,8,5,15,10,20170919
4606,401091070014014,9,1,7,1,2,3,4,0,0,0,1,2,1,0,1,0,1,0,1,0,0,2,0,0,0,0,0,7,2,0,0,0,0,5,4,5,0,2,1,3,6,20170919
4607,401091070014015,10,5,5,0,1,7,2,0,0,0,0,1,0,0,0,0,0,0,1,1,2,2,0,0,3,0,0,9,0,0,1,0,0,2,8,1,1,2,1,2,8,20170919
4608,401091070014016,5,1,4,0,2,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,3,1,0,0,0,1,3,2,1,1,1,1,0,5,20170919
4609,401091070014020,15,3,5,7,3,8,4,0,0,0,1,2,0,1,2,0,1,1,1,0,0,0,3,0,1,1,1,13,0,2,0,0,0,12,3,1,3,3,5,9,6,20170919
4610,401091070021069,2,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,1,0,1,1,1,20170919
4611,401091070021121,325,111,161,53,81,145,99,0,6,3,16,25,23,41,17,5,12,9,23,0,33,29,20,5,38,9,11,252,37,11,18,0,7,280,45,41,60,63,50,191,134,20170919
4612,401091070021122,38,15,16,7,11,18,9,0,2,0,1,0,7,3,4,1,0,0,2,0,6,2,1,0,7,2,0,33,4,0,0,0,1,32,6,4,7,11,1,27,11,20170919
4613,401091070021123,16,2,11,3,0,11,5,0,1,0,2,0,1,2,1,0,1,0,0,0,2,0,2,0,0,2,2,16,0,0,0,0,0,16,0,1,5,6,2,8,8,20170919
4614,401091070021124,42,10,22,10,9,19,14,0,1,1,2,9,2,4,2,0,3,0,1,0,2,3,3,0,7,1,1,38,2,1,0,1,0,37,5,4,11,12,5,26,16,20170919
4615,401091070021125,33,13,16,4,9,15,9,0,1,0,1,2,4,4,5,1,0,0,2,0,3,4,2,0,3,1,0,27,2,2,0,0,2,16,17,2,8,6,4,21,12,20170919
4616,401091070021127,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,2,0,20170919
4617,401091070021128,6,2,2,2,0,5,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,6,0,0,0,0,0,6,0,1,1,2,0,2,4,20170919
4618,401091070022000,9,2,6,1,1,6,2,0,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,7,0,2,0,0,0,8,1,0,4,2,1,7,2,20170919
4619,401091070022001,13,2,8,3,3,6,4,0,0,0,0,0,1,2,0,0,1,0,1,0,2,0,0,0,4,0,2,11,2,0,0,0,0,11,2,2,3,3,3,10,3,20170919
4620,401091070022002,30,9,17,4,2,17,11,0,1,1,3,2,5,4,4,0,1,0,0,1,4,1,3,0,0,0,0,24,1,1,3,0,1,17,13,2,6,8,5,15,15,20170919
4621,401091070022003,33,11,13,9,4,15,14,0,2,0,2,3,1,1,3,1,1,0,3,1,8,1,2,0,2,0,2,28,0,5,0,0,0,20,13,4,8,4,6,21,12,20170919
4622,401091070022004,27,10,15,2,8,12,7,0,3,1,3,2,4,2,0,1,1,0,0,0,0,1,0,0,7,0,2,21,1,3,0,1,1,15,12,3,4,8,2,19,8,20170919
4623,401091070022005,27,10,12,5,9,11,7,0,2,0,2,3,1,3,1,0,2,0,1,1,4,3,2,0,2,0,0,22,3,1,0,0,1,22,5,2,7,5,3,15,12,20170919
4624,401091070022006,23,12,9,2,4,13,6,0,0,0,0,3,3,3,1,2,0,0,3,0,3,1,1,0,1,1,1,19,0,4,0,0,0,17,6,2,5,2,2,13,10,20170919
4625,401091070022007,14,2,11,1,3,8,3,0,0,0,1,1,0,1,1,0,0,0,1,0,1,3,1,0,2,0,2,10,0,2,0,0,2,9,5,2,2,6,2,8,6,20170919
4626,401091070022008,24,10,9,5,8,12,4,0,3,0,3,1,2,3,0,1,2,0,2,0,0,0,1,0,6,0,0,22,0,1,1,0,0,14,10,2,7,5,0,13,11,20170919
4627,401091070022009,18,7,9,2,2,12,4,0,0,0,0,6,0,3,2,0,0,1,3,1,0,1,1,0,0,0,0,17,1,0,0,0,0,13,5,2,4,2,3,8,10,20170919
4628,401091070022010,22,5,11,6,5,6,11,0,2,0,2,2,1,1,4,0,0,1,3,0,2,1,1,0,1,1,0,15,0,3,2,0,2,17,5,3,3,7,4,12,10,20170919
4629,401091070022011,39,8,26,5,7,15,17,0,2,0,7,2,1,4,2,1,0,0,1,1,5,4,4,0,3,1,1,31,5,1,0,0,2,31,8,5,11,10,5,25,14,20170919
4630,401091070022012,22,4,12,6,2,13,7,0,1,0,2,0,0,3,2,1,5,0,1,0,1,1,1,0,3,1,0,19,0,1,1,0,1,16,6,1,6,8,3,10,12,20170919
4631,401091070022013,22,7,13,2,3,12,7,0,1,0,1,2,4,2,1,0,1,0,3,0,1,1,1,1,1,1,1,21,0,0,1,0,0,19,3,4,4,2,5,13,9,20170919
4632,401091070022014,31,11,13,7,5,16,10,0,0,1,3,2,3,3,1,0,1,1,3,0,4,3,1,1,4,0,0,30,0,0,0,0,1,28,3,5,7,6,2,20,11,20170919
4633,401091070022015,12,2,7,3,4,6,2,0,0,0,0,1,2,3,0,0,1,0,0,0,2,1,0,0,2,0,0,12,0,0,0,0,0,6,6,2,2,3,3,6,6,20170919
4634,401091070022016,14,5,5,4,2,9,3,1,1,0,2,2,1,0,0,1,1,0,2,0,1,0,0,0,1,1,0,12,2,0,0,0,0,13,1,2,1,4,2,9,5,20170919
4635,401091070022017,38,14,18,6,9,15,14,0,1,1,4,2,3,2,3,0,0,0,2,1,2,2,6,0,6,2,1,32,2,2,2,0,0,23,15,4,8,6,6,24,14,20170919
4636,401091070022018,4,1,3,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,4,0,0,0,0,0,3,1,2,0,1,0,4,0,20170919
4637,401091071011080,22,8,6,8,6,8,8,0,2,0,2,2,0,2,0,0,0,2,0,0,2,4,1,1,3,1,0,15,4,2,0,0,1,18,4,3,1,7,3,12,10,20170919
4638,401091071011081,29,10,11,8,10,12,7,0,3,1,3,0,0,4,2,0,2,0,1,2,1,4,1,2,3,0,0,20,1,4,4,0,0,27,2,1,8,9,1,14,15,20170919
4639,401091071031001,15,6,5,4,5,7,3,0,0,0,1,2,1,2,0,0,0,0,0,0,3,0,1,0,3,0,2,12,3,0,0,0,0,8,7,3,2,3,1,7,8,20170919
4640,401091071031002,48,9,29,10,13,28,7,2,1,0,4,3,2,6,1,0,3,0,1,2,1,2,8,1,6,1,4,39,3,4,0,0,2,36,12,11,11,11,6,21,27,20170919
4641,401091071031003,12,1,9,2,3,8,1,0,0,0,1,1,1,2,1,1,0,0,0,1,2,0,1,0,1,0,0,9,1,0,0,0,2,9,3,1,0,6,4,5,7,20170919
